"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language","consumer_usage_tier"
"1283","4805","Global","Vegetables","TOMATOES","Vine Ripe, Regular - Red","Small","6X6 and smaller","Less than 70mm diameter","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","High"
"1284","4806","Global","Vegetables","TOMATOES","Retailer Assigned","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1285","4807","Global","Vegetables","TOMATOES","Retailer Assigned","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1286","4808","Global","Vegetables","TOMATOES","Retailer Assigned","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1287","4809","Global","Vegetables","TURNIP","Baby","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1288","4810","Global","Vegetables","TURNIP","Bunch/Banded","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1289","4811","Global","Vegetables","TURNIP","Purple Top","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1290","4812","Global","Vegetables","TURNIP","White","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Medium"
"1291","4813","Global","Vegetables","TURNIP","Retailer Assigned","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1292","4814","Global","Vegetables","WATER CHESTNUTS","","All Sizes","","","","Eleocharis dulcis","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1293","4815","Global","Vegetables","WATERCRESS","","All Sizes","","","","Rorippa nasturtium-aquaticum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1294","4816","Global","Vegetables","SWEET POTATO/YAM/KUMARA","Golden","All Sizes","","","Terminology changed to include both sweet potato and yam to avoid confusion in marketplace","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2009-06-09 22:00:00","","EN","High"
"1295","4817","Global","Vegetables","SWEET POTATO/YAM/KUMARA","Red/Orangy Red Flesh","Large","jumbo","","Terminology changed to include both sweet potato and yam to avoid confusion in marketplace","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2009-06-09 22:00:00","","EN","High"
"1296","4818","Global","Vegetables","NAME","Retailer Assigned","All Sizes","","","","Dioscorea trifidia","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2009-06-09 22:00:00","","EN","Low"
"1297","4819","Global","Vegetables","YUCA ROOT/CASSAVA/MANIOC","","All Sizes","","","","Manihot esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2011-06-08 22:00:00","","EN","Medium"
"1298","4820","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1299","4821","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1300","4822","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1301","4823","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1302","4824","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1303","4825","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1304","4826","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1305","4827","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1306","4828","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1307","4829","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1308","4830","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1309","4831","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1310","4832","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1311","4833","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1312","4834","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1313","4835","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1314","4836","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1315","4837","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1316","4838","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1317","4839","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1318","4840","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1319","4841","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1320","4842","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1321","4843","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1322","4844","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1323","4845","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1324","4846","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1325","4847","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1326","4848","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1327","4849","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1328","4850","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1329","4851","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1330","4852","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1331","4853","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1332","4854","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1333","4855","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1334","4856","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN","Low"
"1335","4857","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1336","4858","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1337","4859","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1338","4860","Global","Dried Fruits","APPLE SLICES","Dried ","All Sizes ","","","","","","Approved","","","Christina D'allarco","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1339","4861","Global","Dried Fruits","APRICOTS","Dried","All Sizes","","","","Prunus armeniaca","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1340","4862","Global","Dried Fruits","DATES","Dried","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1341","4863","Global","Dried Fruits","DATES","Retailer Assigned - Dried"," All Sizes ","","","","Phoenix dactylifera","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1342","4864","Global","Dried Fruits","PINEAPPLE","Dried","All Sizes","","","Sizes for pineapple based on two-layer lug.","Ananas comosus","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1343","4865","Global","Dried Fruits","PRUNES","Regular (Dried Fruit)","All Sizes","","","","Prunus domestica","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1344","4866","Global","Dried Fruits","PRUNES","Pitted (Dried Fruit)","All Sizes","","","","Prunus domestica","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1345","4867","Global","Dried Fruits","PRUNES","Retailer Assigned - Dried"," All Sizes ","","","","Prunus domestica","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1346","4868","Global","Dried Fruits","RAISINS","Black (Dried Fruit)","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","High"
"1347","4869","Global","Dried Fruits","RAISINS","Golden/Yellow (Dried Fruit)","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","High"
"1348","4870","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1349","4871","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1350","4872","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1351","4873","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1352","4874","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1353","4875","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1354","4876","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1355","4877","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1356","4878","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1357","4879","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1358","4880","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1359","4881","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1360","4882","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1361","4883","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1362","4884","Global","Herbs","ARUGULA/ROCKET","","All Sizes","","","","Eruca versicara","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1363","4885","Global","Herbs","BASIL","","All Sizes","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1364","4886","Global","Herbs","BASIL","Opal","All Sizes","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Low"
"1365","4887","Global","Herbs","BASIL","Sweet","All Sizes","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1366","4888","Global","Herbs","CHIVES","","All Sizes","","","","Allium Tuberosum","","Approved","","","Christina D'allarco","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1367","4889","Global","Herbs","CILANTRO (CHINESE PARSLEY/CORIANDER)","","All Sizes","","","","Coriandrum sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1368","4890","Global","Fruits","PEARS","Chinese Yali","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1369","4891","Global","Herbs","DILL","","All Sizes","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1370","4892","Global","Herbs","DILL","Baby","All Sizes","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1371","4893","Global","Herbs","DILL","Pickling","All Sizes","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
"1372","4894","Global","Herbs","LEMONGRASS","","All Sizes","","","","Cymbopogon citratus","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN","Medium"
